%time,field.header.seq,field.header.stamp,field.header.frame_id,field.geo.latitude,field.geo.longitude,field.geo.altitude,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.approach.x,field.approach.y,field.approach.z
1574069786607548202,0,1574069761872448319,,40.3548233,-3.7441298,707.566583664,0.0,0.0,-0.0,0.707106781187,0.707106781187,4.32978028118e-17,4.32978028118e-17,0.0,0.0,-0.0
1574069793657295095,1,1574069793657009491,,40.3548438,-3.744128,706.606601902,0.0,0.0,-0.0,0.707106781187,0.707106781187,4.32978028118e-17,4.32978028118e-17,0.0,0.0,-0.0
