%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1574069847393427633,284,1574069847393067157,base_link,-0.0477234311402,0.0720751285553,-0.60076546669,0.0,0.0,0.0
1574069847633878197,285,1574069847633588653,base_link,-0.0608709454536,0.0904445201159,-0.556469917297,0.0,0.0,0.0
1574069847874290703,286,1574069847873742931,base_link,-0.0596921779215,0.102313265204,-0.524158000946,0.0,0.0,0.0
1574069848113043153,287,1574069848112791578,base_link,-0.10708348453,0.0904074311256,-0.524759471416,0.0,0.0,0.0
1574069848353820080,288,1574069848353450077,base_link,-0.108792491257,0.0347375795245,-0.489968299866,0.0,0.0,0.0
1574069848592080951,289,1574069848591901181,base_link,-0.0995785593987,0.0406160913408,-0.39249804616,0.0,0.0,0.0
1574069848833538388,290,1574069848833336075,base_link,-0.0326058603823,0.0910822749138,-0.284163951874,0.0,0.0,0.0
1574069849073625845,291,1574069849073187423,base_link,0.0437659658492,0.101250961423,-0.219016879797,0.0,0.0,0.0
1574069849313865109,292,1574069849313544867,base_link,0.0443852357566,0.207583099604,-0.171773210168,0.0,0.0,0.0
1574069849553115924,293,1574069849552726386,base_link,0.0652625784278,0.233174726367,-0.151791483164,0.0,0.0,0.0
1574069849791808362,294,1574069849791579267,base_link,0.0871266201138,0.247782111168,-0.142311051488,0.0,0.0,0.0
1574069850035578666,295,1574069850035132873,base_link,0.109085805714,0.234334647655,-0.130890920758,0.0,0.0,0.0
1574069850273676916,296,1574069850273332772,base_link,0.139455020428,0.205152601004,-0.121341444552,0.0,0.0,0.0
1574069850512725851,297,1574069850512489918,base_link,0.159638613462,0.19048795104,-0.114377476275,0.0,0.0,0.0
1574069850753870256,298,1574069850753554516,base_link,0.177331656218,0.180511519313,-0.106306254864,0.0,0.0,0.0
1574069850992840346,299,1574069850992670680,base_link,0.181782618165,0.179983258247,-0.0996880754828,0.0,0.0,0.0
1574069851231545932,300,1574069851231336429,base_link,0.181444615126,0.188428491354,-0.0909674316645,0.0,0.0,0.0
1574069851473149951,301,1574069851472916340,base_link,0.182723164558,0.187791958451,-0.0836577862501,0.0,0.0,0.0
1574069851713814249,302,1574069851713373496,base_link,0.175483450294,0.174522429705,-0.0776895955205,0.0,0.0,0.0
1574069851953315474,303,1574069851953084156,base_link,0.172311261296,0.164915323257,-0.0722485482693,0.0,0.0,0.0
1574069852193348042,304,1574069852192878630,base_link,0.173338100314,0.15384671092,-0.0690473467112,0.0,0.0,0.0
1574069852433495461,305,1574069852433333740,base_link,0.180959686637,0.148674830794,-0.0648146420717,0.0,0.0,0.0
1574069852673133107,306,1574069852672783240,base_link,0.174912557006,0.137833416462,-0.0604080632329,0.0,0.0,0.0
1574069852912136250,307,1574069852911852866,base_link,0.172012761235,0.127849757671,-0.0604405999184,0.0,0.0,0.0
1574069853153821984,308,1574069853153347393,base_link,0.169028639793,0.121579058468,-0.0598723143339,0.0,0.0,0.0
1574069853393747077,309,1574069853393347741,base_link,0.156123563647,0.11781077832,-0.0579759255052,0.0,0.0,0.0
1574069853632298090,310,1574069853632033236,base_link,0.144262433052,0.116187818348,-0.057324193418,0.0,0.0,0.0
1574069853874003489,311,1574069853873532867,base_link,0.13377264142,0.123994730413,-0.0581222400069,0.0,0.0,0.0
1574069854112525789,312,1574069854112349770,base_link,0.116344675422,0.126843377948,-0.0590631142259,0.0,0.0,0.0
1574069854353966390,313,1574069854353485294,base_link,0.0990419015288,0.117555834353,-0.0597642436624,0.0,0.0,0.0
1574069854591960086,314,1574069854591746533,base_link,0.0821346491575,0.106109127402,-0.0602468252182,0.0,0.0,0.0
1574069854832810160,315,1574069854832421786,base_link,0.0670500025153,0.103241227567,-0.0611167885363,0.0,0.0,0.0
1574069855073123374,316,1574069855072904008,base_link,0.0573197677732,0.102892361581,-0.0614588111639,0.0,0.0,0.0
1574069855314148816,317,1574069855313631067,base_link,0.0403131172061,0.100871838629,-0.0628828033805,0.0,0.0,0.0
1574069855553678476,318,1574069855553401504,base_link,0.0299927312881,0.0933189690113,-0.065632596612,0.0,0.0,0.0
1574069855793205502,319,1574069855792790138,base_link,0.0238477196544,0.0772123634815,-0.067536778748,0.0,0.0,0.0
1574069856032609189,320,1574069856032345831,base_link,0.0244678966701,0.0631864145398,-0.0723570808768,0.0,0.0,0.0
1574069856273572714,321,1574069856273139246,base_link,0.0286828167737,0.0433390885592,-0.077855527401,0.0,0.0,0.0
1574069856513061450,322,1574069856512753631,base_link,0.0243066176772,0.0239027738571,-0.0824394077063,0.0,0.0,0.0
1574069856759216194,323,1574069856758763204,base_link,0.0125400573015,0.00201793154702,-0.085634931922,0.0,0.0,0.0
1574069856992386575,324,1574069856992060218,base_link,0.00148727092892,-0.0154922762886,-0.0914422869682,0.0,0.0,0.0
1574069857234071552,325,1574069857233632788,base_link,-0.00142188288737,-0.0187564082444,-0.097759000957,0.0,0.0,0.0
1574069857472579121,326,1574069857472324454,base_link,-0.00288177211769,-0.0101230069995,-0.100460790098,0.0,0.0,0.0
1574069857713433093,327,1574069857713030713,base_link,-0.0132808806375,-0.00448404438794,-0.103888370097,0.0,0.0,0.0
1574069857952751983,328,1574069857952514969,base_link,-0.0222808755934,0.00245839729905,-0.106079787016,0.0,0.0,0.0
1574069858193470167,329,1574069858193093870,base_link,-0.0232302006334,0.00578884826973,-0.109579779208,0.0,0.0,0.0
1574069858432982965,330,1574069858432721040,base_link,-0.022654986009,0.00568137969822,-0.112203173339,0.0,0.0,0.0
1574069858672994264,331,1574069858672606091,base_link,-0.0253240484744,0.00750330556184,-0.112524740398,0.0,0.0,0.0
1574069858912174372,332,1574069858911871825,base_link,-0.0287631247193,0.00834276620299,-0.114948056638,0.0,0.0,0.0
1574069859152358828,333,1574069859151973384,base_link,-0.026256583631,-0.00185681181028,-0.11609172076,0.0,0.0,0.0
1574069859392612721,334,1574069859392352591,base_link,-0.0267897546291,-0.0255883280188,-0.117768958211,0.0,0.0,0.0
1574069859633391211,335,1574069859632915891,base_link,-0.0263238698244,-0.0413274951279,-0.120122894645,0.0,0.0,0.0
1574069859871436800,336,1574069859871206191,base_link,-0.0266288481653,-0.0557827912271,-0.120050758123,0.0,0.0,0.0
1574069860113574265,337,1574069860113169308,base_link,-0.0325930342078,-0.075844116509,-0.122146144509,0.0,0.0,0.0
1574069860353064198,338,1574069860352898575,base_link,-0.0376127064228,-0.0914007276297,-0.123630195856,0.0,0.0,0.0
1574069860592805030,339,1574069860592420751,base_link,-0.0408660396934,-0.0983689948916,-0.123487256467,0.0,0.0,0.0
1574069860831244120,340,1574069860830999229,base_link,-0.0388696715236,-0.0944633185863,-0.120551913977,0.0,0.0,0.0
1574069861073104540,341,1574069861072646273,base_link,-0.0348980203271,-0.0896893143654,-0.119468033314,0.0,0.0,0.0
1574069861311433699,342,1574069861311240845,base_link,-0.0387426652014,-0.0874262303114,-0.120049893856,0.0,0.0,0.0
1574069861552848674,343,1574069861552609226,base_link,-0.0407881289721,-0.077465005219,-0.117047935724,0.0,0.0,0.0
1574069861792924418,344,1574069861792675282,base_link,-0.0409328490496,-0.0703501328826,-0.11391095072,0.0,0.0,0.0
1574069862033716289,345,1574069862033275473,base_link,-0.0412535965443,-0.0651824548841,-0.112012624741,0.0,0.0,0.0
1574069862272105397,346,1574069862271903080,base_link,-0.0440600700676,-0.0595429353416,-0.111141912639,0.0,0.0,0.0
1574069862513349355,347,1574069862512989472,base_link,-0.0537151135504,-0.0466637723148,-0.108995243907,0.0,0.0,0.0
1574069862752361474,348,1574069862752155153,base_link,-0.0594621822238,-0.0272398218513,-0.106075070798,0.0,0.0,0.0
1574069862993351068,349,1574069862992993163,base_link,-0.0593219324946,-0.0124558825046,-0.104803018272,0.0,0.0,0.0
1574069863232627543,350,1574069863232432293,base_link,-0.0631320849061,0.000995893613435,-0.101454712451,0.0,0.0,0.0
1574069863472533068,351,1574069863472132425,base_link,-0.0635562986135,0.0062507535331,-0.097461566329,0.0,0.0,0.0
1574069863711832613,352,1574069863711550578,base_link,-0.0695844441652,0.0122313071042,-0.0928212329745,0.0,0.0,0.0
1574069863953432247,353,1574069863953018346,base_link,-0.0742603838444,0.0192027781159,-0.0888550058007,0.0,0.0,0.0
1574069864191259079,354,1574069864191064201,base_link,-0.0769870281219,0.0187070518732,-0.0849659591913,0.0,0.0,0.0
1574069864433523303,355,1574069864433296531,base_link,-0.0799068063498,0.0077927489765,-0.0793423578143,0.0,0.0,0.0
1574069864675279969,356,1574069864675024803,base_link,-0.0863595977426,0.00176037254278,-0.0763823464513,0.0,0.0,0.0
1574069864911403125,357,1574069864911248813,base_link,-0.0799774900079,-0.00458475900814,-0.0761528238654,0.0,0.0,0.0
