%time,field.header.seq,field.header.stamp,field.header.frame_id,field.voltage,field.current,field.charge,field.capacity,field.design_capacity,field.percentage,field.power_supply_status,field.power_supply_health,field.power_supply_technology,field.present,field.location,field.serial_number
1574069847191771765,271,1574069847191596304,,16.4279994965,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069847435156774,272,1574069847434817556,,16.4370002747,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069847672624968,273,1574069847672466863,,16.3600006104,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069847912973122,274,1574069847912574076,,16.3600006104,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069848148999571,275,1574069848148841184,,16.4349994659,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069848392121011,276,1574069848391766795,,16.436000824,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069848633240773,277,1574069848633058812,,16.3589992523,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069848872478680,278,1574069848872122854,,16.361000061,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069849113363021,279,1574069849113267833,,16.4710006714,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069849357064593,280,1574069849356865149,,16.4319992065,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069849592324851,281,1574069849592018193,,16.361000061,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069849842401537,282,1574069849842231828,,16.357000351,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069850085527205,283,1574069850085111193,,16.4759998322,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069850312164322,284,1574069850311823635,,16.4060001373,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069850552936999,285,1574069850552811811,,16.3549995422,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069850801995704,286,1574069850801860484,,16.357000351,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069851030009763,287,1574069851029796857,,16.4130001068,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069851288979839,288,1574069851288710601,,16.4099998474,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069851517895074,289,1574069851517760541,,16.4239997864,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069851756680655,290,1574069851756343376,,16.3600006104,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069851987189101,291,1574069851987067360,,16.406999588,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069852230366179,292,1574069852230014236,,16.4330005646,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069852471955719,293,1574069852471770058,,16.4249992371,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069852714369644,294,1574069852714073817,,16.361000061,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069852949968060,295,1574069852949780458,,16.4060001373,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069853193052027,296,1574069853192654806,,16.4290008545,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069853433289223,297,1574069853432976322,,16.4349994659,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069853675303256,298,1574069853675031061,,16.3589992523,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069853913118205,299,1574069853912904016,,16.357000351,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069854151629416,300,1574069854151544683,,16.4319992065,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069854404126660,301,1574069854403425259,,16.4330005646,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069854632366087,302,1574069854632154090,,16.3479995728,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069854871092510,303,1574069854870910057,,16.3600006104,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069855111618992,304,1574069855111480207,,16.4759998322,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069855352322354,305,1574069855352179028,,16.4349994659,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069855612626505,306,1574069855612241006,,16.361000061,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069855832837151,307,1574069855832699799,,16.361000061,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069856075129446,308,1574069856074902185,,16.4729995728,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069856322603132,309,1574069856322399511,,16.406999588,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069856565727716,310,1574069856565499697,,16.3579998016,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069856804785171,311,1574069856804536539,,16.3589992523,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069857028048552,312,1574069857027815336,,16.408000946,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069857285136939,313,1574069857284942603,,16.4060001373,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069857511205500,314,1574069857510979149,,16.4270000458,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069857765293327,315,1574069857765094584,,16.3589992523,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069857991829843,316,1574069857991702692,,16.4029998779,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069858232019681,317,1574069858231649886,,16.4330005646,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069858484529480,318,1574069858484370677,,16.4279994965,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069858729824845,319,1574069858729563225,,16.361000061,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069858949256368,320,1574069858949026245,,16.3990001678,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069859201194638,321,1574069859200865789,,16.4300003052,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069859431611938,322,1574069859431489400,,16.4190006256,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069859672613392,323,1574069859672260702,,16.361000061,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069859912885984,324,1574069859912746554,,16.3640003204,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069860164983751,325,1574069860164660685,,16.4319992065,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069860391112481,326,1574069860390972401,,16.4179992676,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069860636045903,327,1574069860635672311,,16.3549995422,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069860872481367,328,1574069860872217530,,16.3649997711,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069861109387110,329,1574069861109017652,,16.4759998322,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069861352499939,330,1574069861352388394,,16.4330005646,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069861589448624,331,1574069861589114670,,16.3549995422,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069861829370560,332,1574069861829197623,,16.3589992523,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069862076947709,333,1574069862076580963,,16.4759998322,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069862308471857,334,1574069862308294546,,16.4099998474,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069862553612442,335,1574069862553212084,,16.3549995422,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069862791673955,336,1574069862791482873,,16.3549995422,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069863030374185,337,1574069863030025914,,16.3990001678,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069863268876246,338,1574069863268621090,,16.4120006561,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069863513146760,339,1574069863512786991,,16.4270000458,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069863749623255,340,1574069863749467989,,16.3560009003,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069863995258443,341,1574069863994941298,,16.3990001678,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069864231287161,342,1574069864231121498,,16.4270000458,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069864477439037,343,1574069864477002699,,16.4300003052,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069864709625420,344,1574069864709460385,,16.3460006714,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
1574069864953414446,345,1574069864953100363,,16.4009990692,-0.0,nan,nan,nan,0.990000009537,2,0,0,1,id0,
