%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7,field.channels8,field.channels9,field.channels10,field.channels11,field.channels12,field.channels13,field.channels14,field.channels15
1574069837668349373,247,1574069837667960119,,0,1805,1494,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069837918382615,248,1574069837918229644,,0,1805,1494,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069838179163128,249,1574069838178838528,,0,1805,1495,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069838436719691,250,1574069838436510906,,0,1805,1495,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069838699721985,251,1574069838699345979,,0,1805,1494,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069838955849219,252,1574069838955674854,,0,1804,1494,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069839216489214,253,1574069839216145218,,0,1805,1495,1492,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069839478332662,254,1574069839478145064,,0,1805,1495,1492,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069839747524901,255,1574069839747154853,,0,1805,1494,1492,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069840029619241,256,1574069840029476706,,0,1805,1495,1492,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069840307653205,257,1574069840307308638,,0,1805,1495,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069840587100942,258,1574069840586925430,,0,1805,1495,1491,1474,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069840855832391,259,1574069840855485214,,0,1805,1495,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069841109318329,260,1574069841109060148,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069841372317781,261,1574069841371949778,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069841652374124,262,1574069841652035304,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069841899841430,263,1574069841899492429,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069842155913755,264,1574069842155744733,,0,1805,1495,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069842421137299,265,1574069842420898244,,0,1805,1495,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069842706958914,266,1574069842706607999,,0,1805,1495,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069843013742703,267,1574069843013541499,,0,1805,1494,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069843260243455,268,1574069843259891382,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069843536432253,269,1574069843536252966,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069843823847142,270,1574069843823565114,,0,1805,1495,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069844092674143,271,1574069844092436046,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069844372881070,272,1574069844372543266,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069844668337909,273,1574069844668155956,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069844918305185,274,1574069844917981189,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069845163568442,275,1574069845163340636,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069845454505902,276,1574069845454212609,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069845719379527,277,1574069845719204390,,0,1805,1494,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069845994858947,278,1574069845994478634,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069846247699639,279,1574069846247422055,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069846507907514,280,1574069846507630805,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069846753512961,281,1574069846753206304,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069847000551026,282,1574069847000245724,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069847226744650,283,1574069847226562395,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069847477815549,284,1574069847477485916,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069847712145334,285,1574069847712000977,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069847950114868,286,1574069847949686035,,0,1805,1495,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069848188141710,287,1574069848188016514,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069848427117059,288,1574069848426818549,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069848665651794,289,1574069848665470465,,0,1804,1494,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069848906387510,290,1574069848906020268,,0,1804,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069849149811000,291,1574069849149644259,,0,1804,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069849400929551,292,1574069849400628100,,0,1804,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069849631709921,293,1574069849630181513,,0,1805,1494,1492,1475,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069849872865256,294,1574069849872498438,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069850109558713,295,1574069850109366525,,0,1804,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069850353084918,296,1574069850352715169,,0,1804,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069850585649093,297,1574069850585396627,,0,1804,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069850830600118,298,1574069850830290481,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069851069901524,299,1574069851069735496,,0,1805,1494,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069851303604787,300,1574069851303346380,,0,1804,1495,1491,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069851546342526,301,1574069851546222313,,0,1805,1494,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069851800236866,302,1574069851799926028,,0,1805,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069852031570849,303,1574069852031374979,,0,1722,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069852282701250,304,1574069852282334553,,0,982,1495,1492,1471,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069852504795334,305,1574069852504635068,,0,982,1495,1492,1474,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069852750969691,306,1574069852750607775,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069852988979664,307,1574069852988793299,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069853225966095,308,1574069853225538434,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069853467331180,309,1574069853467163774,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069853711343846,310,1574069853711057541,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069853951652355,311,1574069853951378879,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069854199939407,312,1574069854199790387,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069854430248530,313,1574069854429995901,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069854670218807,314,1574069854669776009,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069854912483608,315,1574069854912284721,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069855150256464,316,1574069855149830157,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069855391288557,317,1574069855391142294,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069855632430160,318,1574069855632121072,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069855865628337,319,1574069855865425451,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069856110691953,320,1574069856110385496,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069856349008921,321,1574069856348852465,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069856591765045,322,1574069856591448528,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069856829979548,323,1574069856829680747,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069857070190290,324,1574069857069790386,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069857306191861,325,1574069857306057109,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069857556816274,326,1574069857556427251,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069857797150976,327,1574069857796870908,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069858026569721,328,1574069858026219635,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069858270055027,329,1574069858269665767,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069858509672735,330,1574069858509363007,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069858750816920,331,1574069858750409868,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069858985396183,332,1574069858985208242,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069859237690463,333,1574069859232489268,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069859465278625,334,1574069859465164114,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069859709308400,335,1574069859709089556,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069859949124713,336,1574069859948921344,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069860194203786,337,1574069860193813620,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069860429275345,338,1574069860429129322,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069860666330315,339,1574069860666021041,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069860909787398,340,1574069860909590000,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069861144231132,341,1574069861143850403,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069861388838665,342,1574069861388624010,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069861629827299,343,1574069861629478983,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069861869317378,344,1574069861869182237,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069862110037196,345,1574069862109662015,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069862352665078,346,1574069862352395877,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069862592143639,347,1574069862591787754,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069862831703404,348,1574069862831537761,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069863075849764,349,1574069863075533411,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069863309023317,350,1574069863308790521,,0,984,1494,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069863544469602,351,1574069863544319182,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069863790146187,352,1574069863789976624,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069864031081470,353,1574069864030732797,,0,984,1495,1491,1476,2006,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069864269435648,354,1574069864269231251,,0,984,1495,1491,1476,982,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069864522580582,355,1574069864522233070,,0,984,1495,1491,1476,982,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069864749364803,356,1574069864749074592,,0,984,1495,1491,1476,982,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
1574069864989653229,357,1574069864989265762,,0,984,1495,1491,1476,982,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
